pair	gene_name_a	gene_name_b	contact_probability	pDockQ	PPV_from_pDockQ	model_confidence	iPAE	CCC	orf_name_a	orf_name_b	MAPPIT_result	GPCA_result	novel	no_previous_structure
YDR175C_YMR130W	RSM24	YMR130W	0.20568264	0.137	0.70615739	0.19904068799916308	27.107143	0	YDR175C	YMR130W	False	False	True	True
YIR017C_YML064C	MET28	TEM1	0.38906366	0.039	0.63555449	0.21886633843020845	21.57447	0	YIR017C	YML064C	False	False	True	True
YDL087C_YOR060C	LUC7	SLD7	0.96441233	0.369	0.85453785	0.5987319777362918	5.1477613	23	YDL087C	YOR060C	False	False	True	True
YMR239C_YNL334C	RNT1	SNO2	0.08697133	0.0	0.0	0.20576736067028967	50.0	0	YMR239C	YNL334C	False	False	True	True
YDL004W_YPL271W	ATP16	ATP15	0.9983952	0.468	0.88570037	0.6963412188533644	3.1544075	70	YDL004W	YPL271W	True	True	False	False
YDR014W-A_YGR048W	HED1	UFD1	0.6081104	0.106	0.68635536	0.22300682462605825	23.595142	0	YDR014W-A	YGR048W	False	False	True	True
YBR278W_YDR121W	DPB3	DPB4	0.99999344	0.709	0.98128027	0.6151666700847367	2.3931785	156	YBR278W	YDR121W	True	True	False	False
YLL029W_YOR368W	FRA1	RAD17	0.23743822	0.103	0.68635536	0.2695985916181666	27.090422	0	YLL029W	YOR368W	False	False	True	True
YGR018C_YLR291C	YGR018C	GCD7	0.4288708	0.053	0.63555449	0.26268707172334643	21.639984	0	YGR018C	YLR291C	False	False	True	True
YLR048W_YOR158W	RPS0B	PET123	0.81311893	0.178	0.74006263	0.48266258473281964	14.827511	0	YLR048W	YOR158W	False	False	True	True
YDR013W_YOR115C	PSF1	TRS33	0.95471823	0.117	0.68635536	0.6501732295866616	4.762619	9	YDR013W	YOR115C	True	False	True	True
YGR133W_YGR235C	PEX4	MIC26	0.59165156	0.047	0.63555449	0.22481230385380135	19.973122	0	YGR133W	YGR235C	False	False	True	True
YJR126C_YML055W	VPS70	SPC2	0.44113585	0.107	0.68635536	0.3744651978520884	19.082783	0	YJR126C	YML055W	False	True	True	True
YDR160W_YNL234W	SSY1	YNL234W	0.93446946	0.069	0.63555449	0.4410215817441656	28.11039	7	YDR160W	YNL234W	False	False	True	True
YEL009C-A_YJL205C	YEL009C-A	NCE101	0.4548812	0.028	0.55890174	0.15994402263056998	21.738668	0	YEL009C-A	YJL205C	False	False	True	True
YKL095W_YLR396C	YJU2	VPS33	0.46752042	0.087	0.66728511	0.3136389377117925	27.486696	0	YKL095W	YLR396C	False	False	True	True
YGR002C_YPR083W	SWC4	MDM36	0.8850152	0.148	0.71391784	0.4845244376867892	26.699131	1	YGR002C	YPR083W	False	False	True	True
YML064C_YPL148C	TEM1	PPT2	0.40982184	0.12	0.70615739	0.27457412728091574	21.217573	0	YML064C	YPL148C	False	False	True	True
YBL081W_YML064C	YBL081W	TEM1	0.78557247	0.107	0.68635536	0.3295985821080516	23.289658	0	YBL081W	YML064C	False	False	True	True
YJL140W_YNL116W	RPB4	DMA2	0.45237523	0.102	0.68635536	0.24686097514039573	26.262997	0	YJL140W	YNL116W	False	False	True	True
YBL026W_YOR159C	LSM2	SME1	0.98214066	0.5	0.90043139	0.8349776909218807	4.0764885	62	YBL026W	YOR159C	True	True	False	True
YDR179C_YMR025W	CSN9	CSI1	0.9997357	0.415	0.87116417	0.8423734453929741	2.948292	78	YDR179C	YMR025W	True	True	False	True
YLR439W_YPL173W	MRPL4	MRPL40	0.99515116	0.436	0.87822061	0.6726495296564063	5.492833	65	YLR439W	YPL173W	False	False	False	True
YLR048W_YPL178W	RPS0B	CBC2	0.33521625	0.038	0.63555449	0.2132226699310657	21.829199	0	YLR048W	YPL178W	True	False	True	True
YDR425W_YJR110W	SNX41	YMR1	0.9654534	0.24	0.77766077	0.6666136042932291	28.951107	13	YDR425W	YJR110W	False	False	True	True
YDR328C_YML088W	SKP1	UFO1	0.9997113	0.551	0.91629946	0.7565916175721493	3.2420912	73	YDR328C	YML088W	True	False	False	False
YJR015W_YMR298W	YJR015W	LIP1	0.20803261	0.029	0.55890174	0.25958470790704635	24.020056	0	YJR015W	YMR298W	False	False	True	True
YEL005C_YNL086W	VAB2	SNN1	0.97243714	0.389	0.86040801	0.481405474876202	10.96175	49	YEL005C	YNL086W	False	False	False	False
YDR308C_YNL086W	SRB7	SNN1	0.97436166	0.388	0.86040801	0.5019414304351077	5.3108616	44	YDR308C	YNL086W	True	False	True	True
YGR052W_YOR158W	FMP48	PET123	0.585948	0.114	0.68635536	0.32075459031882925	27.31809	0	YGR052W	YOR158W	False	False	True	True
YFR022W_YLR183C	ROG3	TOS4	0.66035104	0.134	0.70615739	0.25805548255291744	28.777958	0	YFR022W	YLR183C	False	False	True	True
YNL125C_YOL073C	ESBP6	DSC2	0.18990706	0.092	0.66728511	0.26213974662649797	25.003881	0	YNL125C	YOL073C	False	False	True	True
YBR152W_YGR075C	SPP381	PRP38	0.9997562	0.35	0.84294946	0.7091033581477898	3.1214104	60	YBR152W	YGR075C	False	False	False	False
YGR040W_YJR030C	KSS1	RBH2	0.7002812	0.188	0.74006263	0.3760815346329663	23.527742	0	YGR040W	YJR030C	False	False	True	True
YBR182C_YER094C	SMP1	PUP3	0.5712055	0.037	0.63555449	0.2656304934605074	22.365374	0	YBR182C	YER094C	False	False	True	True
YKL134C_YMR184W	OCT1	ADD37	0.6039499	0.406	0.87116417	0.3793768702308927	20.195902	0	YKL134C	YMR184W	True	False	True	True
YIL105W-A_YPL049C	YIL105W-A	DIG1	0.9341332	0.05	0.63555449	0.45950406367473967	13.471435	0	YIL105W-A	YPL049C	True	False	True	True
YKL161C_YNL053W	KDX1	MSG5	0.9904724	0.434	0.87822061	0.6757033288530452	9.572048	41	YKL161C	YNL053W	False	False	False	False
YML088W_YOR110W	UFO1	TFC7	0.9817462	0.471	0.88570037	0.5425500442160822	27.526485	27	YML088W	YOR110W	False	False	True	True
YML016C_YOR054C	PPZ1	VHS3	0.852051	0.086	0.66728511	0.41470305095653043	23.518145	0	YML016C	YOR054C	True	False	False	True
YNL189W_YOR388C	SRP1	FDH1	0.24969552	0.135	0.70615739	0.2371226184317675	28.386597	0	YNL189W	YOR388C	False	False	True	True
YBL043W_YJR046W	ECM13	TAH11	0.92824364	0.138	0.70615739	0.42341075127391564	28.224937	0	YBL043W	YJR046W	False	False	True	True
YGR215W_YJL124C	RSM27	LSM1	0.63132334	0.081	0.66728511	0.22820036658762613	18.044914	0	YGR215W	YJL124C	False	False	True	True
YLR197W_YNR004W	NOP56	SWM2	0.9772323	0.235	0.77766077	0.6654229358621493	5.6664915	30	YLR197W	YNR004W	False	False	True	True
YKL075C_YOL059W	YKL075C	GPD2	0.84479976	0.146	0.71391784	0.4036256064816266	27.234665	0	YKL075C	YOL059W	True	False	True	True
YIR022W_YJR015W	SEC11	YJR015W	0.4463812	0.022	0.55890174	0.25298976598003314	26.466766	0	YIR022W	YJR015W	False	False	True	True
YDR201W_YIR017C	SPC19	MET28	0.99299264	0.283	0.80223507	0.4783533829536026	10.288334	25	YDR201W	YIR017C	False	False	False	True
YMR270C_YOR158W	RRN9	PET123	0.8814503	0.122	0.70615739	0.42121771887379095	16.632687	0	YMR270C	YOR158W	False	False	True	True
YGR057C_YML095C	LST7	RAD10	0.5034517	0.045	0.63555449	0.31203139225945387	17.058762	0	YGR057C	YML095C	False	False	True	True
YIR016W_YMR100W	YIR016W	MUB1	0.85039735	0.133	0.70615739	0.4285982833260556	25.540623	0	YIR016W	YMR100W	False	False	True	True
YEL063C_YML132W	CAN1	COS3	0.38788265	0.287	0.80223507	0.30797614450956956	27.46804	0	YEL063C	YML132W	False	True	True	True
YER074W-A_YNL024C-A	YOS1	KSH1	0.9991891	0.319	0.82238224	0.6106274888507145	4.516063	39	YER074W-A	YNL024C-A	False	False	False	False
YER094C_YLL027W	PUP3	ISA1	0.72634196	0.047	0.63555449	0.42903230945120285	14.311674	0	YER094C	YLL027W	False	False	True	True
YMR276W_YPL096W	DSK2	PNG1	0.9757751	0.254	0.78549007	0.7384968343781455	24.745958	23	YMR276W	YPL096W	True	False	True	True
YDL230W_YKL013C	PTP1	ARC19	0.49769938	0.169	0.73044282	0.3201067690529848	18.535175	0	YDL230W	YKL013C	False	False	True	True
YAL036C_YML088W	RBG1	UFO1	0.7457214	0.455	0.88570037	0.4502337413451059	27.503473	0	YAL036C	YML088W	False	False	False	True
YCL051W_YML064C	LRE1	TEM1	0.756695	0.103	0.68635536	0.3110977495071827	22.80811	0	YCL051W	YML064C	False	False	True	True
YGL041W-A_YGL209W	YGL041W-A	MIG2	0.74992406	0.053	0.63555449	0.24957035840741487	21.838734	0	YGL041W-A	YGL209W	False	False	True	True
YER094C_YPL188W	PUP3	POS5	0.34790206	0.04	0.63555449	0.3022319386799117	23.442165	0	YER094C	YPL188W	False	False	True	True
YEL041W_YNL116W	YEF1	DMA2	0.23231271	0.03	0.63555449	0.19727117664729577	28.925049	0	YEL041W	YNL116W	False	False	True	True
YER126C_YPR017C	NSA2	DSS4	0.44251773	0.057	0.63555449	0.20884662963400297	22.276327	0	YER126C	YPR017C	True	False	True	True
YER016W_YGL113W	BIM1	SLD3	0.8696931	0.103	0.68635536	0.3762515966474387	21.475473	0	YER016W	YGL113W	False	False	True	True
YBR114W_YJL036W	RAD16	SNX4	0.28198606	0.042	0.63555449	0.24059692298068086	28.03963	0	YBR114W	YJL036W	False	False	True	True
YBR128C_YPL120W	ATG14	VPS30	0.99732435	0.678	0.98128027	0.623748898585934	17.773518	183	YBR128C	YPL120W	True	False	False	False
YMR052W_YNL078W	FAR3	NIS1	0.8579371	0.059	0.63555449	0.3114369181135513	21.2863	0	YMR052W	YNL078W	False	False	True	True
YMR153W_YNL111C	NUP53	CYB5	0.4786097	0.105	0.68635536	0.2515027789999824	17.934761	0	YMR153W	YNL111C	False	False	True	True
YBR077C_YGR201C	SLM4	YGR201C	0.78566	0.123	0.70615739	0.36982936179575676	13.684403	0	YBR077C	YGR201C	False	False	False	True
YDR067C_YPL070W	OCA6	MUK1	0.895234	0.246	0.78549007	0.5768794062986455	22.79209	0	YDR067C	YPL070W	False	False	True	True
YDL242W_YOL069W	YDL242W	NUF2	0.5434724	0.04	0.63555449	0.2472368196559115	23.758883	0	YDL242W	YOL069W	False	False	True	True
YGR250C_YJR128W	RIE1	YJR128W	0.3429622	0.04	0.63555449	0.2694669273834809	23.072866	0	YGR250C	YJR128W	False	False	True	True
YJL184W_YKR038C	GON7	KAE1	0.9962872	0.277	0.80223507	0.7953690712801468	4.4898386	37	YJL184W	YKR038C	False	False	False	False
YLR423C_YPL077C	ATG17	YPL077C	0.6612686	0.113	0.68635536	0.24862952056884335	20.837725	0	YLR423C	YPL077C	False	False	True	True
YBL043W_YLR435W	ECM13	TSR2	0.90536225	0.25	0.78549007	0.41213183693117733	14.408368	0	YBL043W	YLR435W	False	False	True	True
YPL129W_YPL188W	TAF14	POS5	0.90780115	0.393	0.86040801	0.36191422189521255	23.821453	0	YPL129W	YPL188W	False	False	True	True
YHL006C_YIL132C	SHU1	CSM2	0.47679406	0.127	0.70615739	0.23354156735365242	25.439114	0	YHL006C	YIL132C	False	False	False	True
YNL055C_YPR103W	POR1	PRE2	0.18785335	0.17	0.73044282	0.2284287832894965	25.316269	0	YNL055C	YPR103W	False	False	True	True
YDR378C_YNL147W	LSM6	LSM7	0.9998503	0.428	0.87822061	0.7871292826141755	3.7033587	35	YDR378C	YNL147W	False	False	False	False
YDR020C_YNR012W	DAS2	URK1	0.98508525	0.446	0.87822061	0.7322382721556905	12.876587	29	YDR020C	YNR012W	True	False	False	False
YJL136C_YNL214W	RPS21B	PEX17	0.24914552	0.025	0.55890174	0.15069002757690894	24.662426	0	YJL136C	YNL214W	False	False	True	True
YHL004W_YIR010W	MRP4	DSN1	0.66470313	0.071	0.66728511	0.2664578074608601	27.781115	0	YHL004W	YIR010W	True	False	True	True
YCR020C-A_YJR128W	MAK31	YJR128W	0.99887025	0.204	0.75941223	0.79153585001518	6.312887	38	YCR020C-A	YJR128W	False	False	True	True
YNL111C_YPR159W	CYB5	KRE6	0.21993123	0.065	0.63555449	0.25426526322475906	23.423134	0	YNL111C	YPR159W	False	True	True	True
YGR168C_YNL131W	YGR168C	TOM22	0.30481505	0.041	0.63555449	0.1900964411524507	26.0431	0	YGR168C	YNL131W	False	False	True	True
YDL226C_YGL209W	GCS1	MIG2	0.42358953	0.037	0.63555449	0.16371410578738516	29.502094	0	YDL226C	YGL209W	False	False	True	True
YNL100W_YPL099C	MIC27	INA17	0.31639403	0.0	0.0	0.14760312925425004	25.769417	0	YNL100W	YPL099C	False	False	True	True
YBR103W_YBR282W	SIF2	MRPL27	0.7222841	0.214	0.75941223	0.3922701521354284	14.93068	0	YBR103W	YBR282W	False	False	True	True
YBR165W_YGL215W	UBS1	CLG1	0.6818731	0.076	0.66728511	0.2268846545885658	25.571348	0	YBR165W	YGL215W	False	False	True	True
YNL125C_YPL096C-A	ESBP6	ERI1	0.35299122	0.09	0.66728511	0.3451066642056611	21.453457	0	YNL125C	YPL096C-A	False	False	True	True
YER116C_YIL106W	SLX8	MOB1	0.86493194	0.13	0.70615739	0.4049610816054715	22.845411	0	YER116C	YIL106W	False	False	True	True
YLR264W_YLR291C	RPS28B	GCD7	0.25772145	0.143	0.71391784	0.2711450728324267	24.146042	0	YLR264W	YLR291C	False	False	True	True
YNR004W_YPL157W	SWM2	TGS1	0.99989134	0.606	0.9400192	0.8096436470857197	3.998015	96	YNR004W	YPL157W	False	True	False	False
YMR153W_YNL219C	NUP53	ALG9	0.9459907	0.516	0.90043139	0.6420617422768098	20.24664	0	YMR153W	YNL219C	False	False	True	True
YGL209W_YKL007W	MIG2	CAP1	0.63846564	0.088	0.66728511	0.321308846657954	22.51025	0	YGL209W	YKL007W	False	False	True	True
YBR170C_YGR048W	NPL4	UFD1	0.99959517	0.625	0.9400192	0.7319981804708188	7.502964	98	YBR170C	YGR048W	True	True	False	False
YLL027W_YLR368W	ISA1	MDM30	0.64118403	0.117	0.68635536	0.4047614577350839	25.28267	0	YLL027W	YLR368W	False	False	True	True
YKL029C_YOR368W	MAE1	RAD17	0.24122103	0.118	0.68635536	0.2573750387872931	28.232569	0	YKL029C	YOR368W	False	False	True	True
YLR165C_YLR288C	PUS5	MEC3	0.9302536	0.071	0.66728511	0.6738837207740823	12.881218	6	YLR165C	YLR288C	False	False	True	True
YGR181W_YHR033W	TIM13	YHR033W	0.49169677	0.063	0.63555449	0.27881781364778613	21.8569	0	YGR181W	YHR033W	False	False	True	True
YDL047W_YKL192C	SIT4	ACP1	0.72456133	0.091	0.66728511	0.40134708200062374	11.386492	0	YDL047W	YKL192C	False	False	True	True
YDR201W_YNL086W	SPC19	SNN1	0.97118723	0.274	0.80223507	0.4448700768467031	11.478396	0	YDR201W	YNL086W	True	True	True	True
YDL092W_YKL122C	SRP14	SRP21	0.9999205	0.701	0.98128027	0.7871102870845307	2.5965023	138	YDL092W	YKL122C	False	False	False	False
YLR368W_YMR299C	MDM30	DYN3	0.98699605	0.412	0.87116417	0.6953232038595719	21.99613	38	YLR368W	YMR299C	False	False	True	True
YGR261C_YNL164C	APL6	IBD2	0.4687867	0.053	0.63555449	0.28007389163570884	27.061064	0	YGR261C	YNL164C	True	False	True	True
YHL006C_YKR083C	SHU1	DAD2	0.7260722	0.1	0.68635536	0.28316637501263575	15.590652	0	YHL006C	YKR083C	False	False	True	True
YLR132C_YPL188W	USB1	POS5	0.28946358	0.097	0.66728511	0.2489721803613435	24.658062	0	YLR132C	YPL188W	False	False	True	True
YDR142C_YIL160C	PEX7	POT1	0.99458146	0.493	0.8919553	0.8607585730177496	4.109368	63	YDR142C	YIL160C	True	True	False	False
YGR235C_YPR128C	MIC26	ANT1	0.6043397	0.112	0.68635536	0.3054635855211006	24.179335	0	YGR235C	YPR128C	False	False	True	True
YJL136C_YOL147C	RPS21B	PEX11	0.6208741	0.134	0.70615739	0.36294533298506	20.36444	0	YJL136C	YOL147C	False	False	True	True
YNR046W_YOL124C	TRM112	TRM11	0.9999714	0.655	0.96322524	0.9438548007029128	2.6239882	107	YNR046W	YOL124C	False	False	False	False
YBR233W-A_YDR357C	DAD3	CNL1	0.99754876	0.444	0.87822061	0.7235214601377213	3.8171968	69	YBR233W-A	YDR357C	True	True	False	True
YDL097C_YJR055W	RPN6	HIT1	0.80641747	0.147	0.71391784	0.3330782207087831	22.722801	0	YDL097C	YJR055W	False	False	True	True
YLR288C_YNL135C	MEC3	FPR1	0.9438149	0.248	0.78549007	0.6904410505276548	6.9703035	1	YLR288C	YNL135C	False	False	True	True
YDR160W_YPL096C-A	SSY1	ERI1	0.55956906	0.076	0.66728511	0.43562498334977356	18.730232	0	YDR160W	YPL096C-A	False	False	True	True
YCL029C_YLR385C	BIK1	SWC7	0.6214918	0.08	0.66728511	0.32718149367487487	21.097979	0	YCL029C	YLR385C	False	False	True	True
YDR379C-A_YKL075C	SDH6	YKL075C	0.6569271	0.065	0.63555449	0.38329846676235	21.354574	0	YDR379C-A	YKL075C	False	False	True	True
YER127W_YMR213W	LCP5	CEF1	0.843901	0.118	0.68635536	0.31579397128389364	26.294075	0	YER127W	YMR213W	False	False	True	True
YLR167W_YMR276W	RPS31	DSK2	0.9036827	0.107	0.68635536	0.4008515339766896	6.1980257	1	YLR167W	YMR276W	False	False	False	False
YDR416W_YOR275C	SYF1	RIM20	0.27765867	0.0	0.0	0.21804617335077708	50.0	0	YDR416W	YOR275C	False	False	True	True
YGL194C-A_YPR174C	YGL194C-A	YPR174C	0.3881255	0.026	0.55890174	0.14128665048199282	24.506037	0	YGL194C-A	YPR174C	False	False	True	True
YDR364C_YPR101W	CDC40	SNT309	0.64941204	0.211	0.75941223	0.30369547010456727	11.527519	0	YDR364C	YPR101W	False	False	False	True
YCR086W_YDR439W	CSM1	LRS4	0.99719924	0.563	0.91629946	0.5962995461423457	15.266401	59	YCR086W	YDR439W	False	False	False	False
YEL066W_YGR048W	HPA3	UFD1	0.88141024	0.139	0.70615739	0.6132992209169656	6.753866	0	YEL066W	YGR048W	False	False	True	True
YMR018W_YMR264W	PEX9	CUE1	0.9990713	0.202	0.75941223	0.5880484635344887	22.743958	36	YMR018W	YMR264W	False	False	True	True
YDR357C_YML064C	CNL1	TEM1	0.5460449	0.066	0.63555449	0.258286091594909	21.924217	0	YDR357C	YML064C	False	False	True	True
YJL036W_YOR158W	SNX4	PET123	0.49126655	0.193	0.74006263	0.3152968968744918	29.046242	0	YJL036W	YOR158W	False	False	True	True
YAR035W_YJR136C	YAT1	TTI2	0.89669234	0.376	0.85453785	0.7706694380617344	9.732572	0	YAR035W	YJR136C	False	False	True	True
YDL226C_YGR235C	GCS1	MIC26	0.6484377	0.027	0.55890174	0.249253500836361	25.750525	0	YDL226C	YGR235C	False	False	True	True
YBR257W_YDL159W	POP4	STE7	0.83302677	0.07	0.66728511	0.4584472018282344	19.320873	0	YBR257W	YDL159W	False	False	True	True
YDR322C-A_YML130C	TIM11	ERO1	0.7733171	0.047	0.63555449	0.3337223167375024	20.278255	0	YDR322C-A	YML130C	False	False	True	True
YGR280C_YLR197W	PXR1	NOP56	0.96086353	0.468	0.88570037	0.595329575531328	11.812803	41	YGR280C	YLR197W	False	False	False	True
YCR020C-A_YPL173W	MAK31	MRPL40	0.24229455	0.094	0.66728511	0.16838904485510856	23.947968	0	YCR020C-A	YPL173W	False	False	True	True
YPR113W_YPR159W	PIS1	KRE6	0.60110617	0.077	0.66728511	0.313194238864227	19.762842	0	YPR113W	YPR159W	False	False	True	True
YBL031W_YDR192C	SHE1	NUP42	0.3250705	0.02	0.55890174	0.13154665687238848	30.583675	0	YBL031W	YDR192C	False	False	True	True
YBL031W_YPL155C	SHE1	KIP2	0.60834444	0.039	0.63555449	0.2502505130786305	28.80753	0	YBL031W	YPL155C	False	False	True	True
YER136W_YOR089C	GDI1	VPS21	0.8707763	0.184	0.74006263	0.6225070444362367	12.498369	1	YER136W	YOR089C	False	True	False	False
YIL103W_YLR347C	DPH1	KAP95	0.4817522	0.44	0.87822061	0.3127607032136993	28.620163	0	YIL103W	YLR347C	False	False	True	True
YIL092W_YLR423C	YIL092W	ATG17	0.6549946	0.1	0.66728511	0.22628748396955783	26.24039	0	YIL092W	YLR423C	False	False	True	True
YDL044C_YNL189W	MTF2	SRP1	0.46541983	0.057	0.63555449	0.28012209959869383	25.579105	0	YDL044C	YNL189W	False	False	True	True
YDL097C_YKL222C	RPN6	YKL222C	0.7020893	0.118	0.68635536	0.4291361869012904	25.709272	0	YDL097C	YKL222C	False	False	True	True
YHR169W_YLR052W	DBP8	IES3	0.89558625	0.125	0.70615739	0.596791222547481	22.502668	0	YHR169W	YLR052W	False	False	True	True
YHR050W_YIL089W	SMF2	YIL089W	0.84458876	0.208	0.75941223	0.5193906013052971	10.421848	0	YHR050W	YIL089W	False	False	True	True
YJL048C_YLR291C	UBX6	GCD7	0.54288244	0.097	0.66728511	0.3027947581994592	26.551733	0	YJL048C	YLR291C	False	False	True	True
YGL115W_YPL278C	SNF4	YPL278C	0.48416096	0.082	0.66728511	0.27787583738367433	21.12785	0	YGL115W	YPL278C	False	False	True	True
YDL132W_YLR224W	CDC53	UCC1	0.77219355	0.102	0.68635536	0.574751287825954	9.70701	0	YDL132W	YLR224W	False	False	False	True
YKL109W_YNL116W	HAP4	DMA2	0.7421238	0.051	0.63555449	0.31086269024436675	27.795277	0	YKL109W	YNL116W	False	False	True	True
YJR011C_YPL002C	YJR011C	SNF8	0.24708393	0.04	0.63555449	0.20729671158149013	24.7603	0	YJR011C	YPL002C	False	False	True	True
YGR102C_YLR288C	GTF1	MEC3	0.321294	0.084	0.66728511	0.23136355246010054	28.082653	0	YGR102C	YLR288C	True	False	True	True
YBR162W-A_YJR010C-A	YSY6	SPC1	0.9777039	0.103	0.68635536	0.3561402888557179	10.821569	0	YBR162W-A	YJR010C-A	False	False	True	True
YLR175W_YNL124W	CBF5	NAF1	0.999701	0.598	0.93172991	0.7011179698173818	3.5130725	121	YLR175W	YNL124W	False	False	False	False
YMR055C_YOR158W	BUB2	PET123	0.5554241	0.121	0.70615739	0.26699439717099327	23.987612	0	YMR055C	YOR158W	False	False	True	True
YDL090C_YKL019W	RAM1	RAM2	0.99985653	0.719	0.98128027	0.9371375429777431	3.2191648	172	YDL090C	YKL019W	True	True	False	False
YDR489W_YPL135W	SLD5	ISU1	0.6081923	0.06	0.63555449	0.2950211907534705	22.813961	0	YDR489W	YPL135W	False	False	True	True
YGR168C_YKL018C-A	YGR168C	YKL018C-A	0.2590152	0.025	0.55890174	0.21046176191835203	22.81386	0	YGR168C	YKL018C-A	False	False	True	True
YLR356W_YNL315C	ATG33	ATP11	0.40791088	0.038	0.63555449	0.2058825001737991	26.597605	0	YLR356W	YNL315C	False	False	True	True
YDL125C_YHR106W	HNT1	TRR2	0.32678998	0.041	0.63555449	0.2552283711855147	26.493153	0	YDL125C	YHR106W	False	False	True	True
YGL061C_YKL138C-A	DUO1	HSK3	0.96739954	0.153	0.71391784	0.42233609978967107	11.640856	0	YGL061C	YKL138C-A	False	False	False	True
YHR173C_YMR214W	YHR173C	SCJ1	0.38324976	0.051	0.63555449	0.25659451652844606	24.904913	0	YHR173C	YMR214W	False	False	True	True
YJL163C_YMR298W	YJL163C	LIP1	0.5391857	0.094	0.66728511	0.3914742003077085	19.466156	0	YJL163C	YMR298W	False	False	True	True
YGR142W_YMR213W	BTN2	CEF1	0.16130501	0.025	0.55890174	0.16875018469486053	29.342524	0	YGR142W	YMR213W	False	False	True	True
YBR058C-A_YDR062W	TSC3	LCB2	0.990534	0.524	0.90952562	0.8314271557972579	5.923315	69	YBR058C-A	YDR062W	False	False	False	False
YDR416W_YMR124W	SYF1	EPO1	0.8065825	0.151	0.71391784	0.3739497938042609	17.434185	0	YDR416W	YMR124W	False	False	True	True
YHR033W_YOR368W	YHR033W	RAD17	0.4030494	0.094	0.66728511	0.28069062648965803	22.55974	0	YHR033W	YOR368W	False	False	True	True
YDR140W_YNR046W	MTQ2	TRM112	0.9999749	0.609	0.9400192	0.9386787088011613	1.6990509	78	YDR140W	YNR046W	True	True	False	True
YER173W_YOL094C	RAD24	RFC4	0.99658287	0.605	0.9400192	0.7698051651314952	8.98509	81	YER173W	YOL094C	False	False	False	True
YGL174W_YIR005W	BUD13	IST3	0.9999781	0.697	0.98128027	0.8297531704960575	2.6262503	143	YGL174W	YIR005W	True	True	False	False
YDR373W_YOL077W-A	FRQ1	ATP19	0.9259393	0.224	0.77766077	0.4849632563636963	8.498666	4	YDR373W	YOL077W-A	False	False	True	True
YJR010C-A_YKL119C	SPC1	VPH2	0.8988192	0.059	0.63555449	0.2994253379968718	16.177591	0	YJR010C-A	YKL119C	False	False	True	True
YBL025W_YFR050C	RRN10	PRE4	0.951301	0.218	0.75941223	0.6024648371894631	8.190981	4	YBL025W	YFR050C	False	False	True	True
YMR018W_YMR077C	PEX9	VPS20	0.99187124	0.229	0.77766077	0.5632460980215369	22.100313	43	YMR018W	YMR077C	False	False	True	True
YDR202C_YDR295C	RAV2	HDA2	0.23559304	0.052	0.63555449	0.23716951329733835	24.2743	0	YDR202C	YDR295C	False	False	True	True
YER170W_YLR315W	ADK2	NKP2	0.44563544	0.061	0.63555449	0.31340263142235325	19.720375	0	YER170W	YLR315W	False	False	True	True
YIL103W_YLR368W	DPH1	MDM30	0.23419777	0.184	0.74006263	0.28032061387600066	25.828247	0	YIL103W	YLR368W	False	False	True	True
YLR031W_YNL086W	YLR031W	SNN1	0.9332465	0.147	0.71391784	0.40893014044377163	15.720529	1	YLR031W	YNL086W	False	False	True	True
YER116C_YKR035W-A	SLX8	DID2	0.32951	0.061	0.63555449	0.14841578177156234	29.039509	0	YER116C	YKR035W-A	False	False	True	True
YIR022W_YLR066W	SEC11	SPC3	0.999075	0.539	0.90952562	0.8463499004807149	3.6393619	96	YIR022W	YLR066W	False	True	False	False
YNL268W_YPR159W	LYP1	KRE6	0.8776349	0.089	0.66728511	0.5840857823102227	10.644647	0	YNL268W	YPR159W	False	True	True	True
