OrthoDB_ID	Yeast_ORF	Gene_Name	Description
1133775at2759	YGL210W	YPT32	Rab family GTPase YPT32 chromosome 7 L000002897 7 93792 94460 W  2011-02-03 1996-07-31 Rab family GTPase involved in the exocytic pathway; mediates intra-Golgi traffic or the budding of post-Golgi vesicles from the trans-Golgi; protein abundance increases in response to DNA replication stress; YPT32 has a paralog, YPT31, that arose from the whole genome duplication
1134169at2759	YML086C	ALO1	D-arabinono-1,4-lactone oxidase chromosome 13 L000004264 13 97371 95791 C  1996-07-31 1996-07-31 D-Arabinono-1,4-lactone oxidase; catalyzes the final step in biosynthesis of dehydro-D-arabinono-1,4-lactone, which is protective against oxidative stress
1134444at2759	YGR048W	UFD1	polyubiquitin-binding protein UFD1 chromosome 7 L000002787 7 589826 590911 W  2011-02-03 1996-07-31 Substrate-recruiting cofactor of the Cdc48p-Npl4p-Ufd1p segregase; polyubiquitin binding protein that assists in the dislocation of misfolded, ERAD substrates that are subsequently delivered to the proteasome for degradation; involved in regulated destruction of ER membrane proteins such as HMG-CoA reductase (Hmg1/2p) and cytoplasmic proteins (Fbp1p); involved in mobilizing membrane bound transcription factors by regulated Ub/proteasome-dependent processing (RUP)
1135699at2759	YBR018C	GAL7	UDP-glucose:hexose-1-phosphate uridylyltransferase chromosome 2 L000000662 2 275527 274427 C 7.0 2004-07-16 1997-01-28 Galactose-1-phosphate uridyl transferase; synthesizes glucose-1-phosphate and UDP-galactose from UDP-D-glucose and alpha-D-galactose-1-phosphate in the second step of galactose catabolism; human homolog UGP2 can complement yeast null mutant
1135751at2759	YNL178W	RPS3	uS3|ribosomal 40S subunit protein S3|rp13|YS3|S3|SUF14 chromosome 14 L000002161|L0000 14 302680 303402 W -125.0 2011-02-03 1996-07-31 Protein component of the small (40S) ribosomal subunit; has apurinic/apyrimidinic (AP) endonuclease activity; essential for viability; nascent Rps3p is bound by specific chaperone Yar1p during translation; homologous to mammalian ribosomal protein S3 and bacterial S3
1136193at2759	YNL036W	NCE103	carbonate dehydratase NCE103|NCE3 chromosome 14 L000003213 14 559814 560479 W  2011-02-03 1997-01-28 Carbonic anhydrase; metalloenzyme that catalyzes CO2 hydration to bicarbonate, which is an important metabolic substrate, and protons; not expressed under conditions of high CO2, such as inside a growing colony, but transcription is induced in response to low CO2 levels, such as on the colony surface in ambient air; poorly transcribed under aerobic conditions and at an undetectable level under anaerobic conditions; abundance increases in response to DNA replication stress
1137038at2759	YOL116W	MSN1	PHD2|MSS10|HRB382|FUP1 chromosome 15 L000001197 15 99809 100957 W  2006-01-05 1996-07-31 Transcriptional activator; involved in regulation of invertase and glucoamylase expression, invasive growth and pseudohyphal differentiation, iron uptake, chromium accumulation, and response to osmotic stress; localizes to the nucleus; relative distribution to the nucleus increases upon DNA replication stress
1137448at2759	YGR197C	SNG1	 chromosome 7 L000002747 7 894140 892497 C  2011-02-03 1996-07-31 Protein involved in resistance to nitrosoguanidine and 6-azauracil; expression is regulated by transcription factors involved in multidrug resistance; SNG1 has a paralog, YJR015W, that arose from the whole genome duplication
1138059at2759	YCR047C	BUD23	18S rRNA (guanine1575-N7)-methyltransferase chromosome 3  3 211545 210718 C  2011-02-03 1997-01-28 Methyltransferase that methylates residue G1575 of 18S rRNA; required for rRNA processing and nuclear export of 40S ribosomal subunits independently of methylation activity; diploid mutant displays random budding pattern; functional homolog of human WBSCR22
1138417at2759	YCR075C	ERS1	cystinosin-like protein ERS1 chromosome 3 L000000582 3 248815 248033 C  2011-02-03 1997-01-28 Protein involved in cystine transport; localizes to the vacuole, plasma membrane and endosome; similarity to human cystinosin, a H(+)-driven transporter involved in L-cystine export from lysosomes and implicated in the disease cystinosis; contains seven transmembrane domains; mutation is functionally complemented by human CTNS
1138472at2759	YKR046C	PET10	 chromosome 11  11 525074 524223 C  2011-02-03 1996-07-31 Protein of unknown function that localizes to lipid particles; localization suggests a role in lipid metabolism; expression pattern suggests a role in respiratory growth; computational analysis of large-scale protein-protein interaction data suggests a role in ATP/ADP exchange
1138803at2759	YFR027W	ECO1	CTF7 chromosome 6 L000004789 6 207452 208297 W  2011-02-03 1996-07-31 Acetyltransferase; required for establishment of sister chromatid cohesion; acetylates Mps3p to regulate nuclear organization; modifies Smc3p at replication forks and Mcd1p in response to dsDNA breaks; phosphorylated by three kinases (Cdc28p, Cdc7p, Mck1p) to generate pair of phosphates spaced precisely for recognition by ubiquitin ligase SCF-Cdc4; mutations in human homolog ESCO2 cause Roberts syndrome; relative distribution to nucleus increases upon DNA replication stress
1139038at2759	YGL248W	PDE1	3',5'-cyclic-nucleotide phosphodiesterase PDE1 chromosome 7 L000001358 7 35653 36762 W  1996-07-31 1996-07-31 Low-affinity cyclic AMP phosphodiesterase; controls glucose and intracellular acidification-induced cAMP signaling, target of the cAMP-protein kinase A (PKA) pathway; glucose induces transcription and inhibits translation
1139640at2759	YLR078C	BOS1	SEC32 chromosome 12 L000000192 12 286559 285736 C  2011-02-03 1996-07-31 v-SNARE (vesicle specific SNAP receptor); localized to the endoplasmic reticulum membrane and necessary for vesicular transport from the ER to the Golgi; required for efficient nuclear fusion during mating
1140219at2759	YCL016C	DCC1	 chromosome 3  3 95763 94621 C  2006-01-12 2000-09-13|1997-01-28 Subunit of a complex with Ctf8p and Ctf18p; shares some components with Replication Factor C; required for sister chromatid cohesion and telomere length maintenance
1140388at2759	YDR404C	RPB7	DNA-directed RNA polymerase II subunit RPB7|B16 chromosome 4 L000001681 4 1277169 1276654 C  2011-02-03 1996-07-31 RNA polymerase II subunit B16; forms dissociable heterodimer with Rpb4p; Rpb4/7 dissociates from RNAPII as Ser2 CTD phosphorylation increases; Rpb4/7 regulates cellular lifespan via mRNA decay process; involved in recruitment of 3'-end processing factors to transcribing RNA polymerase II complex, export of mRNA to cytoplasm under stress conditions; also involved in translation initiation
1141750at2759	YOR075W	UFE1	YOR29-26 chromosome 15 L000002637 15 468212 469252 W  2011-02-03 1996-07-31 t-SNARE protein required for retrograde vesicular traffic; involved in Sey1p-independent homotypic ER fusion; required for efficient nuclear fusion during mating; forms a complex with the SNAREs Sec22p, Sec20p and Use1p to mediate fusion of Golgi-derived vesicles at the ER
1141896at2759	YLR330W	CHS5	CAL3 chromosome 12 L000000333 12 787664 789679 W  2004-02-05 1996-07-31 Component of the exomer complex; the exomer which also contains Csh6p, Bch1p, Bch2p, and Bud7, is involved in the export of select proteins, such as chitin synthase Chs3p, from the Golgi to the plasma membrane; interacts selectively with the activated, GTP-bound form of Arf1p; Chs5p is the only protein with a BRCT domain that is not localized to the nucleus
1142019at2759	YGL028C	SCW11	putative glucan endo-1,3-beta-D-glucosidase chromosome 7  7 442909 441281 C  2011-02-03 1996-07-31 Cell wall protein with similarity to glucanases; may play a role in conjugation during mating based on its regulation by Ste12p
1142452at2759	YPL063W	TIM50	protein translocase subunit TIM50 chromosome 16  16 429939 431369 W  2011-02-03 1996-07-31 Essential component of the TIM23 complex; acts as receptor for the translocase of the inner mitochondrial membrane (TIM23) complex guiding incoming precursors from the TOM complex; may control the gating of the Tim23p-Tim17p channel
1142527at2759	YHR124W	NDT80	transcription factor NDT80 chromosome 8 L000003016 8 356561 358444 W  2011-02-03 1996-07-31 Meiosis-specific transcription factor; required for exit from pachytene and for full meiotic recombination; activates middle sporulation genes; competes with Sum1p for binding to promoters containing middle sporulation elements (MSE)
1143503at2759	YGL215W	CLG1	 chromosome 7 L000000356 7 87981 89339 W  2011-02-03 1996-07-31 Cyclin-like protein that interacts with Pho85p; has sequence similarity to G1 cyclins PCL1 and PCL2
1143825at2759	YDR186C	SND1	 chromosome 4  4 835492 832859 C  2011-02-03 1996-07-31 Protein involved in SRP-independent targeting of substrates to the ER; component of an alternative ER targeting pathway that has partial functional redundancy with the GET pathway; preference for substrates with downstream transmembrane domains; interacts with Env10p/Snd2p and Pho88p/Snd3p; can compensate for loss of SRP; may interact with ribosomes, based on co-purification experiments; GFP-fusion protein localizes to the cytoplasm
1144889at2759	YNR029C		 chromosome 14  14 678488 677199 C  2011-02-03 1997-01-28 Putative protein of unknown function; deletion confers reduced fitness in saline
1145022at2759	YOL053W	AIM39	 chromosome 15  15 230085 231272 W  2011-02-03 1996-07-31 Protein of unknown function; null mutant displays elevated frequency of mitochondrial genome loss
1145058at2759	YHR085W	IPI1	 chromosome 8  8 276764 277768 W  2011-02-03 1996-07-31 Component of the Rix1 complex and possibly pre-replicative complexes; required for processing of ITS2 sequences from 35S pre-rRNA; component of the pre-60S ribosomal particle with the dynein-related AAA-type ATPase Mdn1p; required for pre-replicative complex (pre-RC) formation and maintenance during DNA replication licensing; relocalizes to the cytosol in response to hypoxia; essential gene
1145159at2759	YDR254W	CHL4	MCM17|CTF17 chromosome 4 L000000321 4 965113 966489 W  2011-02-03 1996-07-31 Outer kinetochore protein required for chromosome stability; involved in new kinetochore assembly and sister chromatid cohesion; forms a stable complex with Iml3p; peripheral component of the Ctf19 kinetochore complex that interacts with Ctf19p, Ctf3p, and Mif2p; required for the spindle assembly checkpoint; orthologous to human centromere constitutive-associated network (CCAN) subunit CENP-N and fission yeast mis15
1145430at2759	YGR046W	TAM41	putative phosphatidate cytidylyltransferase|MMP37 chromosome 7  7 584895 586052 W  2011-02-03 1996-07-31 Mitochondrial phosphatidate cytidylyltransferase (CDP-DAG synthase); required for cardiolipin biosynthesis; viability of null mutant is strain-dependent; mRNA is targeted to the bud; mutant displays defect in mitochondrial protein import, likely due to altered membrane lipid composition
1145709at2759	YPL129W	TAF14	TATA-binding protein-associated factor TAF14|TafII30|ANC1|TFG3|T chromosome 16 L000000086 16 305298 306137 W  2011-02-03 1996-07-31 Subunit of TFIID, TFIIF, INO80, SWI/SNF, and NuA3 complexes; involved in RNA polymerase II transcription initiation and in chromatin modification; contains a YEATS domain
1146044at2759	YAL009W	SPO7	Nem1-Spo7 phosphatase regulatory subunit SPO7 chromosome 1 L000002000 1 135854 136633 W -4.0 2011-02-03 1996-07-31 Putative regulatory subunit of Nem1p-Spo7p phosphatase holoenzyme; regulates nuclear growth by controlling phospholipid biosynthesis, required for normal nuclear envelope morphology, premeiotic replication, and sporulation
1146281at2759	YPL030W	TRM44	tRNA (uracil) methyltransferase chromosome 16  16 493543 495246 W  2011-02-03 1996-07-31 tRNA(Ser) Um(44) 2'-O-methyltransferase; involved in maintaining levels of the tRNA-Ser species tS(CGA) and tS(UGA); conserved among metazoans and fungi but there does not appear to be a homolog in plants; TRM44 is a non-essential gene
1146320at2759	YCR069W	CPR4	peptidylprolyl isomerase family protein CPR4|SCC3|YCR070W|CYP4 chromosome 3 L000001804 3 239055 240011 W  2011-02-03 1997-01-28 Peptidyl-prolyl cis-trans isomerase (cyclophilin); catalyzes the cis-trans isomerization of peptide bonds N-terminal to proline residues; has a potential role in the secretory pathway; CPR4 has a paralog, CPR8, that arose from the whole genome duplication
1146603at2759	YGR062C	COX18	membrane insertase COX18|OXA2 chromosome 7 L000003308 7 617278 616328 C  2011-02-03 1996-07-31 Protein required for membrane insertion of C-terminus of Cox2p; mitochondrial integral inner membrane protein; interacts genetically and physically with Mss2p and Pnt1p; similar to S. cerevisiae Oxa1, N. crassa Oxa2p, and E. coli YidC; respiratory defect of the null mutant is functionally complemented by human COX18 carrying the N-terminal 54 amino acids of S. cerevisiae Cox18p
1146727at2759	YKL018W	SWD2	WD-repeat containing protein SWD2|SAF37|CPS35 chromosome 11  11 404102 405091 W  2011-02-03 1996-07-31 Subunit of the COMPASS (Set1C) histone H3K4 methyltransferase complex; required for Set1C stability and optimal activity; COMPASS methylates histone H3 on lys 4 and is involved in telomeric silencing; subunit of CPF (cleavage and polyadenylation factor), a complex involved in RNAP II transcription termination
1147978at2759	YLR305C	STT4	1-phosphatidylinositol 4-kinase STT4 chromosome 12 L000002137 12 743863 738161 C  2011-02-03 1996-07-31 Phosphatidylinositol-4-kinase; functions in the Pkc1p protein kinase pathway; required for normal vacuole morphology, cell wall integrity, and actin cytoskeleton organization
1149034at2759	YJL061W	NUP82	linker nucleoporin NUP82|HRB187 chromosome 10 L000002941 10 320016 322157 W  2011-02-03 1996-07-31 Linker nucleoporin component of the nuclear pore complex (NPC); also part of the NPC cytoplasmic filaments; contributes to nucleocytoplasmic transport and NPC biogenesis; forms stable associations with three FG-nucleoporins (Nsp1p, Nup159p, and Nup116p); relocalizes to the cytosol in response to hypoxia
1149105at2759	YFL038C	YPT1	Rab family GTPase YPT1|YP2 chromosome 6 L000002543 6 55986 55366 C -59.0 2011-02-03 1996-07-31 Rab family GTPase; involved in the ER-to-Golgi step of the secretory pathway; complex formation with the Rab escort protein Mrs6p is required for prenylation of Ypt1p by type II protein geranylgeranyltransferase (Bet2p-Bet4p); binds to unspliced HAC1 mRNA; regulates the unfolded protein response (UPR) by promoting the decay of HAC1 RNA; localizes to the early Golgi, the transitional Golgi and ER membranes, pre-autophagosomal structures, and cytoplasmic vesicles
